rank,doc_id,filename,tier_final,comp_final,robust_t1,avg_score_carefirst,avg_score_ai_governance,avg_score_intersection,avg_score_evidentiary,intersection_clipped,contested,comp_claude,tier_claude,comp_gpt,tier_gpt,original_path
502,74ae364308969cb3c4985a530e16368d65dde229419735a6cfe4df66dcf73c4b,2022-11-15_174783_Public_CommentCorrespondence_22-4175_174783.pdf,2,4.575,False,8.5,2.5,3.5,4.0,False,False,5.85,2,3.3,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-11-15_174783_Public_CommentCorrespondence_22-4175_174783.pdf
503,85b7c72cc23447c96628da30c0968fbed9f719dc38baf43a3bf116d19a970853,2021-10-19_162774_Public_Comment_21-4025_162774.pdf,2,4.575,False,7.5,3.0,3.0,6.0,False,True,6.35,1,2.8,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-10-19_162774_Public_Comment_21-4025_162774.pdf
504,c995b0104fabdf7dbcdef471c4ffe63b36db229c68c1ec62c6d9f28b0fd18490,2025-12-09_210308_Motion_by_Supervisor_Mitchell_25-6480_210308.pdf,2,4.575,False,2.5,8.0,3.0,6.0,False,False,5.65,2,3.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-12-09_210308_Motion_by_Supervisor_Mitchell_25-6480_210308.pdf
505,c9e3dc8fd24c525978ac367f3bc91845b74aef678aff2274fd66829207dbcaf3,2026-02-10_212676_Motion_by_Supervisors_Horvath_and_Mitchell_Updates_Following_Cluster_26-0_212676.pdf,2,4.575,False,7.0,4.5,2.5,5.5,False,True,7.1,1,2.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-02-10_212676_Motion_by_Supervisors_Horvath_and_Mitchell_Updates_Following_Cluster_26-0_212676.pdf
506,ce7133bda552ab0263bbd37e1a32275ce4140f9411248e81161e87e9e512d99e,2025-02-11_202745_Family_and_Social_Services_Cluster_Meeting_Agenda_25-0008_202745.pdf,2,4.575,False,5.0,4.0,4.5,5.0,False,True,7.05,1,2.1,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-11_202745_Family_and_Social_Services_Cluster_Meeting_Agenda_25-0008_202745.pdf
507,d199e7c2144de8b36d8832c4680d96c7b2493ab9157448aedc497417ba364898,2022-09-13_173046_SOP_22-3385_173046.pdf,2,4.575,False,8.0,2.0,4.0,4.5,False,True,6.1,1,3.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-09-13_173046_SOP_22-3385_173046.pdf
508,fc09b0c3a9da41e56bcf4b8d83074d33597502fb12baf778bea7f30b4ebdafed,2023-11-07_185775_Report_23-4036_185775.pdf,2,4.575,False,6.5,2.0,4.0,7.0,False,False,4.25,2,4.9,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-11-07_185775_Report_23-4036_185775.pdf
509,e340e5a48af6bf13eb37a9c0d6b1dfa5dea9f35110e085ee5d68d142b7ed42fe,2024-06-24_192621_Board_Letter_24-2404_192621.pdf,2,4.55,False,7.0,1.5,3.5,8.0,True,True,7.25,1,2.55,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-06-24_192621_Board_Letter_24-2404_192621.pdf
510,088f02c2cea6f64a38d1440cdb2a0c8f332b618ee558c95cbcc6d139a892a449,2024-05-21_191563_Motion_by_Supervisors_Barger_and_Horvath_24-1846_191563.pdf,2,4.55,False,5.5,2.0,4.0,8.5,True,False,5.6,2,3.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-05-21_191563_Motion_by_Supervisors_Barger_and_Horvath_24-1846_191563.pdf
511,4075d2a0843fe5e7a5b8ecd09c606d7a5df67bdadd60acfe743514241f9f8c92,2021-05-18_158301_SKHLS_Motion_21-2076_158301.pdf,2,4.55,False,8.5,1.5,3.5,5.5,True,False,3.25,3,6.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-05-18_158301_SKHLS_Motion_21-2076_158301.pdf
512,2985a19e4f74d45fc4ac02c004a11b322edf80bcbd7c8a322858199e1298b209,2025-02-11_201498_Health_and_Mental_Health_Cluster_Meeting_Transcript_25-0008_201498.pdf,2,4.55,False,4.0,3.5,5.5,5.0,False,False,3.9,2,5.2,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-11_201498_Health_and_Mental_Health_Cluster_Meeting_Transcript_25-0008_201498.pdf
513,3016158040ce923963d81b60fed874b6c759311c5f18ff150becc34d8532540f,2024-06-04_192152_Motion_by_Supervisor_Mitchell_24-2232_192152.pdf,2,4.55,False,4.0,5.0,4.0,6.0,False,True,6.45,1,2.65,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-06-04_192152_Motion_by_Supervisor_Mitchell_24-2232_192152.pdf
514,3d50f6d31283247e02e356f92450a01abcd1d14b19022a1125e97c0b3a9ac200,2023-05-16_180392_Public_CommentCorrespondence_23-1808_180392.pdf,2,4.55,False,9.5,1.5,3.0,5.0,False,False,4.95,2,4.15,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-05-16_180392_Public_CommentCorrespondence_23-1808_180392.pdf
515,4b6a1a45448485d40c5860812087349bde78d7cca18abacbf8a2b08545b64af8,2026-01-06_211275_Motion_by_Supervisor_Mitchell_Updates_Following_Cluster_26-0023_211275.pdf,2,4.55,False,7.5,2.5,3.5,5.5,False,False,3.15,3,5.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-01-06_211275_Motion_by_Supervisor_Mitchell_Updates_Following_Cluster_26-0023_211275.pdf
516,535112a425977990f21ed2afc6b5120ef43c0644170b404dfa2852e79a98d52f,2022-06-28_170251_Board_Letter_22-2381_170251.pdf,2,4.55,False,9.5,1.0,2.5,7.0,False,False,4.55,2,4.55,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-06-28_170251_Board_Letter_22-2381_170251.pdf
517,699688bb222881f61433997de5ba1b5c4c87299118bd3d42cbd0f1c9c09c93bf,2024-09-10_194928_Board_Letter_24-3615_194928.pdf,2,4.55,False,4.0,5.5,3.0,7.5,False,True,1.9,3,7.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-10_194928_Board_Letter_24-3615_194928.pdf
518,77be2e6a50a3485943a7a4e60af43321a33c180b89517415a4d01e1ecc1c6813,2021-08-10_160590_DCFS_Board_Letter_21-3092_160590.pdf,2,4.55,False,5.0,4.5,3.0,7.5,False,True,6.9,1,2.2,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-08-10_160590_DCFS_Board_Letter_21-3092_160590.pdf
519,7d9f7e020f94a32cc96f011397611b2389724ebe60ac43482991930eaf019379,2026-02-03_212353_Motion_by_Supervisor_Horvath_26-0898_212353.pdf,2,4.55,False,8.0,4.0,1.0,8.0,False,False,5.9,2,3.2,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-02-03_212353_Motion_by_Supervisor_Horvath_26-0898_212353.pdf
520,7e01fed05130d2e504a5fc5e910cff7d1987ae332c32e29479700ec33206df74,2025-02-11_205374_Health_and_Mental_Health_Cluster_Meeting_Agenda_25-0008_205374.pdf,2,4.55,False,7.0,5.0,2.5,4.5,False,False,5.2,2,3.9,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-11_205374_Health_and_Mental_Health_Cluster_Meeting_Agenda_25-0008_205374.pdf
521,984635a8f723dd339f04de6595d481eeccf2709566f0b345d9f5107b9a2bfc7c,2023-02-07_177677_Report_23-0597_177677.pdf,2,4.55,False,5.0,4.5,3.0,7.5,False,True,6.15,1,2.95,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-02-07_177677_Report_23-0597_177677.pdf
522,a188182c3b43f765672360d90617cda75d7d7f7f64d5c3b599570d3ba5e22de9,2020-11-24_150837_Report_20-6419_150837.pdf,2,4.55,False,5.5,5.5,3.0,5.0,False,True,2.4,3,6.7,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-11-24_150837_Report_20-6419_150837.pdf
523,b6fef7c084ac25ad95e40be99a5cb99d062edfe87392dc1afcdc09fd8b6636ca,2023-09-12_183613_Board_Letter_23-3104_183613.pdf,2,4.55,False,7.0,3.0,3.5,5.5,False,True,7.5,1,1.6,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-09-12_183613_Board_Letter_23-3104_183613.pdf
524,e07d4ca10e23e531ffe044963cbefe00b933ce63a24bf794e7df645fec80a534,2025-07-01_204626_Motion_by_Supervisor_Hahn_Updates_Following_Cluster_25-3374_204626.pdf,2,4.55,False,7.0,3.0,3.5,5.5,False,False,5.5,2,3.6,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-07-01_204626_Motion_by_Supervisor_Hahn_Updates_Following_Cluster_25-3374_204626.pdf
525,e40cc281ff7fd581c703227cf237352a384af78e4f3e3d3cdf63c523b670cbe9,2024-05-21_192187_SOP_24-1835_192187.pdf,2,4.55,False,4.0,5.0,4.0,6.0,False,False,4.85,2,4.25,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-05-21_192187_SOP_24-1835_192187.pdf
526,e5179ee59b0c9dd001ff18dad5c1934928abb1ef99e2c5f06bf5ea4bdec9f96b,2022-11-15_174773_Motion_by_Supervisors_Kuehl_and_Solis_22-4175_dbc85022-2fed-4e1e-8ee1-cfa981b3b22b.pdf,2,4.55,False,6.5,4.5,3.0,5.0,False,False,4.0,2,5.1,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-11-15_174773_Motion_by_Supervisors_Kuehl_and_Solis_22-4175_dbc85022-2fed-4e1e-8ee1-cfa981b3b22b.pdf
527,e98119aef69946695a494ffda1a517a41a7452cd06891405cfec76b503778ea4,2022-08-02_171545_Revised_motion_by_Supervisors_Solis_and_Mitchell_22-2876_171545.pdf,2,4.55,False,4.0,5.0,4.0,6.0,False,False,4.15,2,4.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-08-02_171545_Revised_motion_by_Supervisors_Solis_and_Mitchell_22-2876_171545.pdf
528,f2a135170a1c162787a7ceceee0d377b17a5eef537e4e4e4e792ead6e979d74e,2025-03-25_03-25-25_Board_Meeting_Transcript_C_1179805.pdf,2,4.55,False,4.0,5.0,4.0,6.0,False,True,1.3,3,7.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-03-25_03-25-25_Board_Meeting_Transcript_C_1179805.pdf
529,081c1541604597cfc403c035c2b6040b13a83f0e3d483adaa20ba9664a1e4b54,2023-11-07_185718_Motion_by_Supervisors_Solis_and_Horvath_23-4050_185718.pdf,2,4.525,False,6.0,2.0,4.0,7.5,True,False,5.45,2,5.0,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-11-07_185718_Motion_by_Supervisors_Solis_and_Horvath_23-4050_185718.pdf
530,a497631ef39107928f5fa97e730ef1475de28baebe8d477af7aa0cd7fed15064,2025-01-21_194045_Report_13-0268_194045.pdf,2,4.525,False,7.5,2.0,4.0,5.0,True,False,4.45,2,4.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-01-21_194045_Report_13-0268_194045.pdf
531,e881abb8aad6074be19c56dac05f1fa254ec867127e2a0f9188e18299979d126,2025-11-18_210000_Director_of_Children_and_Family_Services_August_22_2025_Report_25-6117_210000.pdf,2,4.525,False,6.0,2.5,4.5,5.5,True,False,3.7,2,5.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-11-18_210000_Director_of_Children_and_Family_Services_August_22_2025_Report_25-6117_210000.pdf
532,29f0c6214a5b1d7a4856a1cadc115170e5d0b345c06469ea8ba714c420ba3602,2025-02-11_209712_Family_and_Social_Services_Cluster_Meeting_Transcript_25-0008_209712.pdf,2,4.525,False,4.0,3.5,5.0,6.0,False,False,3.85,2,5.2,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-11_209712_Family_and_Social_Services_Cluster_Meeting_Transcript_25-0008_209712.pdf
533,2da8ba20273c21d8ca54ca3f0a58be70ff969869c63d7f667ab19dabcf8ac37b,2024-01-23_187889_Public_CommentCorrespondence_24-0323_187889.pdf,2,4.525,False,7.5,2.0,4.0,5.0,False,False,5.4,2,3.65,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-01-23_187889_Public_CommentCorrespondence_24-0323_187889.pdf
534,4386152c124a38d4dcaf5d730fae16d5097ccacaa40b1f6f4ac77a8f2386ac3c,2021-04-20_155279_DOPW_Board_letter_21-1588_155279.pdf,2,4.525,False,5.0,3.0,4.0,7.5,False,True,2.7,3,6.35,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-04-20_155279_DOPW_Board_letter_21-1588_155279.pdf
535,4a3ac2a2366888c1def44f2be81de546680be50292cef50b7e29df71614901e9,2020-01-21_143399_HLSJH_Motion_20-0627_143399.pdf,2,4.525,False,6.0,2.5,3.0,9.0,False,False,5.75,2,3.3,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-01-21_143399_HLSJH_Motion_20-0627_143399.pdf
536,5297ba27f34c646f7d2320e1611a45d9f7d33b8a167c2ade65c807ba95dcf8c0,2025-12-02_209729_Motion_by_Supervisor_Barger_25-6409_209729.pdf,2,4.525,False,4.5,5.5,3.0,6.5,False,False,5.5,2,3.55,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-12-02_209729_Motion_by_Supervisor_Barger_25-6409_209729.pdf
537,5953a6c242c474ec6be55a4f07f3364b603c39fbeac158d2cbf2cd53bdd5c88f,2024-03-19_189649_Revised_motion_by_Supervisors_Mitchell_and_Horvath_24-1004_189649.pdf,2,4.525,False,5.5,4.5,3.0,6.5,False,True,2.6,3,6.45,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-03-19_189649_Revised_motion_by_Supervisors_Mitchell_and_Horvath_24-1004_189649.pdf
538,6fda5e9dd842cdcfc0add78119154e0e30b1ec4e3bf4850fc73d2214338493d8,2024-09-24_196426_SOP_24-4137_196426.pdf,2,4.525,False,4.5,5.0,4.0,5.0,False,True,2.65,3,6.4,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-24_196426_SOP_24-4137_196426.pdf
539,8460d8afe0f6cab54bba0b09c21ff7ad7a787c0189e42ead7b1d185b1801bc1f,REPORT ON BOARD MOTION REGARDING EXPANDING EPIC-LA TO STREAMLINE.pdf,2,4.525,False,2.5,7.0,2.5,8.5,False,False,5.55,2,3.5,2,C:\Users\Matheus.Ligeiro\scrap_page\board_comms\REPORT ON BOARD MOTION REGARDING EXPANDING EPIC-LA TO STREAMLINE.pdf
540,e6e74d612081143ff08cad1c3dc6d24382de2ece006dc5e1fbf8fe8d9d8f9b61,2022-05-17_168810_Public_Comment_22-1836_168810.pdf,2,4.525,False,9.5,1.0,2.0,8.0,False,False,5.75,2,3.3,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-05-17_168810_Public_Comment_22-1836_168810.pdf
541,8b8fe31eeb3333b6c7fd6267ff34abcbf7c5c571dc91aad11b3a21abf5d027dd,2025-11-18_208861_Motion_by_Supervisor_Hahn_25-5588_208861.pdf,2,4.5,False,8,2,4,4,True,False,,,5.55,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-11-18_208861_Motion_by_Supervisor_Hahn_25-5588_208861.pdf
542,9c4d1d4b07c87dba4f4cbe3298c20a7260b517dbac484f7998e65d415bb615f1,2021-08-10_160908_PC_21-3198_160908.pdf,2,4.5,False,8.0,1.5,3.5,6.0,True,False,5.15,2,4.55,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-08-10_160908_PC_21-3198_160908.pdf
543,5f29271b3a4914c04baf8d3b1cac59cd86359673a797db84e4543131785726fa,2025-02-21_200985_SOP_25-1129_200985.pdf,2,4.5,False,8,2,4,4,True,False,4.85,2,,,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-21_200985_SOP_25-1129_200985.pdf
544,11ea5797476d888294973a579f06e0363c98f504c105155ee41b4bc20926fe6f,2023-02-28_178395_Report_23-0881_178395.pdf,2,4.5,False,4.0,3.5,4.5,7.0,False,True,7.85,1,1.15,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-02-28_178395_Report_23-0881_178395.pdf
545,164c3d0e8c1125922f4fab0ff504fbdbeb964ec363e24593259b725cdffa525e,2025-03-04_Statement_of_Proceedings_for_342025_1179150.pdf,2,4.5,False,3.5,6.0,3.5,6.0,False,True,2.2,3,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-03-04_Statement_of_Proceedings_for_342025_1179150.pdf
546,1c06f3a6103598fa3025348dc44cdd1eb850afeb55704f0eb9e8a97b0bfb0376,2025-12-16_Statement_of_Proceedings_for_the_Public_Hearing_Meeting_held_12162025_1198308.pdf,2,4.5,False,3.5,6.0,3.5,6.0,False,True,2.2,3,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-12-16_Statement_of_Proceedings_for_the_Public_Hearing_Meeting_held_12162025_1198308.pdf
547,48db9cc8510d6d06a4d83119360e4541cdce4ae88be0d2669d4941468273cb37,2023-10-03_184620_Report_23-3566_184620.pdf,2,4.5,False,9.0,2.0,2.0,7.0,False,False,5.3,2,3.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-10-03_184620_Report_23-3566_184620.pdf
548,7bcbdc5d1232b8127445e7ee3f7841ec0e07debcf9b8e65b7eb9d715f28090aa,2025-02-18_02-18-25_Board_Meeting_Transcript_C_1177952.pdf,2,4.5,False,6.0,3.5,3.5,6.0,False,True,2.2,3,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-18_02-18-25_Board_Meeting_Transcript_C_1177952.pdf
549,8d5e52df89c5b853b7f3c201c3ca41cd3f6dd536f4becadaf05e0928253530c5,2024-12-03_Statement_of_Proceedings_for_1232024_1174146.pdf,2,4.5,False,5.0,4.5,3.5,6.0,False,True,2.2,3,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2024-12-03_Statement_of_Proceedings_for_1232024_1174146.pdf
550,c83c6896975d2881ab49c882a68319005cbc9cf4569e0459a41703ca49ef2e91,2024-12-17_12-17-24_Board_Meeting_Transcript_C_1174356.pdf,2,4.5,False,4.5,4.0,4.0,6.5,False,True,1.2,3,7.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2024-12-17_12-17-24_Board_Meeting_Transcript_C_1174356.pdf
551,ecc834747191315ea0a87d7b6bf23cf9a9fbdde7774824dbc448031f62b57e84,2026-02-03_211995_Board_Letter_26-0679_211995.pdf,2,4.5,False,8.5,3.5,1.5,6.5,False,False,5.8,2,3.2,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-02-03_211995_Board_Letter_26-0679_211995.pdf
552,f0c4cce2ea1d04ae55e2148bb453c04e9c6a4b5bb6a9f270cbce5b56fcece344,2025-01-14_199300_Motion_by_Supervisors_Solis_and_Hahn_25-0364_199300.pdf,2,4.475,False,7.0,1.5,3.5,7.5,True,False,4.75,2,5.25,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-01-14_199300_Motion_by_Supervisors_Solis_and_Hahn_25-0364_199300.pdf
553,14ad2107f6c1b3e31ff89248fa1e803ccbe843effce96b55e0356c60a71bff41,2025-04-01_201298_Board_Letter_25-1658_201298.pdf,2,4.475,False,5.5,2.0,4.0,8.0,True,False,4.85,2,4.45,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-04-01_201298_Board_Letter_25-1658_201298.pdf
554,4c127f2ce5c3692c5d613b46810720eee14dd99a94948cb6f86fdf4a58ef4565,2023-02-07_177630_Report_23-0584_177630.pdf,2,4.475,False,6.5,3.0,3.0,7.0,False,True,6.0,1,2.95,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-02-07_177630_Report_23-0584_177630.pdf
555,573800d8eb3bfd6c23b2f7e0bb1aaa6b000a8d01462ea6e404e0b8548c9efa28,2021-07-13_175030_Report_21-2832_175030.pdf,2,4.475,False,8.5,2.5,3.0,4.5,False,True,2.75,3,6.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-07-13_175030_Report_21-2832_175030.pdf
556,583f691662fb24bd979f3134e84afe7023e3f47dee1f1203a637f30337098566,2022-05-17_168924_Public_CommentCorrespondence_21-4859_168924.pdf,2,4.475,False,8.0,3.5,2.0,6.0,False,True,2.65,3,6.3,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-05-17_168924_Public_CommentCorrespondence_21-4859_168924.pdf
557,5840fa8ef403c204b57d33ae4bbb1b5637e46258db64236493363e7423da11ec,2024-10-08_195952_Board_Letter_24-4392_195952.pdf,2,4.475,False,6.0,5.0,3.0,4.5,False,True,0.8,4,8.15,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-10-08_195952_Board_Letter_24-4392_195952.pdf
558,abe69572969ff08378a5899da7f4e9e33af7105028553dd8c5666ee27ccfb96a,2025-02-11_207678_Public_Safety_Cluster_Meeting_Transcript_25-0008_207678.pdf,2,4.475,False,4.0,4.0,4.5,6.0,False,False,3.75,2,5.2,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-11_207678_Public_Safety_Cluster_Meeting_Transcript_25-0008_207678.pdf
559,cc6e7e8adda9ed77bc4c5b4a996ef6a36b09ebf47c88617b8063969e456c7716,2021-02-23_154075_Report_21-0904_154075.pdf,2,4.475,False,3.0,6.0,4.0,5.5,False,True,2.0,3,6.95,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-02-23_154075_Report_21-0904_154075.pdf
560,e06eaa1a5435bc00465b23ce0435fe263c7d2ead217d16dc26959c1454ff47fa,2025-02-11_207671_Community_Services_Cluster_Agenda_25-0008_207671.pdf,2,4.475,False,6.0,3.0,4.0,5.5,False,False,4.5,2,4.45,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-11_207671_Community_Services_Cluster_Agenda_25-0008_207671.pdf
561,fcf04e2b458a68d237e541b1bcf2b2464b75a6725e93ceb56882f0ee0f5ccd1c,2021-07-27_160474_Report_21-2983_160474.pdf,2,4.475,False,3.0,5.0,4.5,6.0,False,True,2.8,3,6.15,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-07-27_160474_Report_21-2983_160474.pdf
562,fe9b0bc7aa80b0698125f06eb326a8c00f311077ba46f53a3cd93340e5fd223f,2020-06-09_146440_Report_20-3008_146440.pdf,2,4.475,False,2.0,7.0,4.0,5.5,False,False,5.7,2,3.25,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-06-09_146440_Report_20-3008_146440.pdf
563,f2768f74fa78bfedd214921a2d05b0d89ba1cf70b1015d4e63bc6889b258be56,2021-07-13_159893_Public_Comment_21-2809_159893.pdf,2,4.45,False,9.0,1.5,3.5,4.0,True,False,4.85,2,5.45,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-07-13_159893_Public_Comment_21-2809_159893.pdf
564,07ef72b4bc1b84cc38e0eee1cb1c20b0494095955b4ac7e9ca4a7131561f9688,2024-04-23_190351_Board_Letter_24-1363_190351.pdf,2,4.45,False,6.0,2.0,4.0,7.0,True,False,5.15,2,4.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-04-23_190351_Board_Letter_24-1363_190351.pdf
565,99964dfb38a6948efffbe4d3c16f274b67c0bb0f558d51e64d4290319935aba2,2023-09-26_184015_Board_Letter_23-3333_184015.pdf,2,4.45,False,2.0,6.0,4.0,7.0,True,False,4.75,2,4.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-09-26_184015_Board_Letter_23-3333_184015.pdf
566,0a7350f068576ad472fc8cc350bd9afb92a165b7350796f6211a9942c8df02ce,2025-05-06_202510_Board_Letter_25-2288_202510.pdf,2,4.45,False,1.5,7.0,3.0,8.5,False,True,2.35,3,6.55,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-05-06_202510_Board_Letter_25-2288_202510.pdf
567,10d012a063e4ef17178d4a74eddf49e8fec2e4391f3765f1f337724c272e7369,2025-06-03_203180_Board_Letter_25-2816_203180.pdf,2,4.45,False,2.5,6.5,3.5,6.5,False,True,2.5,3,6.4,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-03_203180_Board_Letter_25-2816_203180.pdf
568,24f939af560148e9245890dd832e7bf143d72f1c6e84642338e327ca765b75e4,2023-12-05_186087_Board_Letter_23-4261_186087.pdf,2,4.45,False,3.0,4.5,5.0,5.5,False,False,5.9,2,3.0,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-12-05_186087_Board_Letter_23-4261_186087.pdf
569,413ab9b7996762e7042e4b1f823f0a88160d4dd587eea6dc7b380b63f6c60a98,2023-06-06_181362_Presentation_23-1834_181362.pdf,2,4.45,False,10.0,1.5,3.0,3.5,False,False,4.95,2,3.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-06-06_181362_Presentation_23-1834_181362.pdf
570,50f46d813f510873c147fb15d2df5117c60745cf77c7f757d9772bea814cfe20,2024-06-04_191639_Motion_by_Supervisor_Mitchell_24-1871_191639.pdf,2,4.45,False,8.5,2.5,2.5,5.5,False,False,5.1,2,3.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-06-04_191639_Motion_by_Supervisor_Mitchell_24-1871_191639.pdf
571,8177e43b3b3eeaf9ba911b973ae9678a71efc32d946fcfdf232b799f76a2ebd2,2025-02-11_205376_Health_and_Mental_Health_Cluster_Meeting_Transcript_25-0008_205376.pdf,2,4.45,False,4.0,5.0,3.5,6.5,False,True,1.85,3,7.05,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-11_205376_Health_and_Mental_Health_Cluster_Meeting_Transcript_25-0008_205376.pdf
572,99549e52e27879748f93506a7e9662b2a8fe493e2711d1f5898559e605efc0ad,2023-06-27_181747_Board_Letter_23-2268_181747.pdf,2,4.45,False,5.5,3.5,3.5,6.5,False,False,4.8,2,4.1,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-06-27_181747_Board_Letter_23-2268_181747.pdf
573,ca7b50645dc4661dd0ee94aa10bcfcfa727b0f598850614d2cea9bc782cca7a1,2025-03-11_Statement_of_Proceedings_for_3112025_1179151.pdf,2,4.45,False,3.5,4.5,4.0,7.0,False,True,2.1,3,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-03-11_Statement_of_Proceedings_for_3112025_1179151.pdf
